tweet,processed_text,class
"RT @YoungBuddhaBruh: @WestSideFlee it all depends on the female dawg, usually that's how it is with these hoes but the genuine women fuck w&#8230;",depend female dawg usual that hoe genuine women fuck,1
"RT @YoungCoke__: ""@1stBlocJeremiah: @1stBlock_Rody yu ah hoe""lmfao,",hoelmfao,1
RT @YoungCon1266: Listen to Charlie Daniels speak the truth &amp; then enlist in the U.S. FREEDOM ARMY at http://t.co/cxzfajqUfV. http://t.co/k&#8230;,listen charlie daniel speak truth enlist freedom army,2
RT @YoungDG_: Thats yo bitch she my bitch too,that bitch bitch,1
RT @YoungGizzle_: First thing I look at is what's on a bitch feet,first th look what bitch feet,1
RT @YoungGizzle_: You bitches selfish .. Y'all want Father's Day too? Damn lol,bitche selfish yall want father day damn lol,1
RT @YoungMiddleEric: Y'all niggas ain't no killas y'all niggaz some hoes...,yall nigga aint killa yall niggaz hoe,1
RT @YoungMoneyKem: @scottvohar @matty_kem Nigga I'm just popping Molly &amp; stepping out. You bowling bitch don't come at me,nigga popp mol stepp bowl bitch dont come,1
RT @YoungRecklesss_: Ain't no money or no hoe in the world can spoil it &#128175; #MyBrothersKeeper,aint money hoe world spoil mybrotherskeeper,1
RT @YourFavPosts: When your teacher puts you in a group with a bunch of retards http://t.co/D5DPhKwi2L,teacher put group bunch retard,1
"RT @YourMajestyV_: You got bitches, and I don't have niggas &#128514; ... I want you.",got bitche dont nigga want,1
RT @Youss_Mayer: &#8220;@SaddyBey: Fat bitch. What's her @? http://t.co/IZGkpcqIO0&#8221;&#128557;&#128514;&#128557;&#128557;&#128557;,fat bitch what,1
RT @YrnReggie: How bitch how?&#128529;&#128514;&#128514; http://t.co/FCQfDKI4Zn,bitch,1
RT @YunGMiGo: &#128557;&#128557;&#128557;&#128514;&#128514;RT @Shane_A1: Can you imagine Tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful,imagine tryn hardest stop bitch frm slutin still comin unsuccessful,1
RT @YunGMiGo: &#128557;&#128557;&#128557;&#128514;&#128514;RT @Shane_A1: I done went wit a hoe before frfr so who am I to judge,done went wit hoe frfr judge,1
RT @YunGMiGo: @ChynaaKDave na a hoe cry to yu swear she ain't fuckn off n still have a side nigga,hoe cry swear aint fuckn still side nigga,1
RT @YunGMiGo: Spit da same game to hoes like da same clothes money bring power so we like a bankroll @Shane_A1,spit game hoe like clothe money br power like bankroll,1
RT @YungFree504: Mannn let bosh hoe ass hit that 3,mannn let bosh hoe ass hit,1
"RT @YungPineapple_: ""To bad you wont hit a girl pussy"" http://t.co/hsRjqyxZj8",bad wont hit girl pussy,1
"RT @YungPineapple_: ""You like your lunch little boy?""

""Nah bitch look what I'm eating cause of you"" http://t.co/7cvA8grvds",like lunch little boy nah bitch look eat cause,1
RT @YungRajee: Ladies listen NO nigga wants to settle down at a young age. All you bitches crying about being single now will be wifed in 1&#8230;,ladie listen nigga want settle young age bitche cry single wif,1
RT @YungRalphMaejor: &#8220;@iDocLyfe: Worst movie you can think of?&#8221; Fan that fucking trash netflix be posting shit that looks like a porno,worst movie think fan fuck trash netflix post shit look like porno,1
RT @YungRetweet: @Versharky bitch,bitch,1
"RT @YungTweetGod: AWE HELL NAH ""@SideHoeNextDoor: me and @yungblasiann are bad bitches, come fuck with us"" http://t.co/6mInU5kdeI",awe hell nah bad bitche come fuck,1
RT @YungTweetGod: Bitches will give their pussy to the whole community but wont give a nigga a piece of gum,bitche give pussy whole community wont give nigga piece gum,1
"RT @YungUgIy: just because i think you're fine don't mean i want you, you appealing to my eyes, not my heart bitch.",think youre fine dont mean want appeal eye heart bitch,1
RT @Yung_Mizzo: I got money I don't need u bitch,got money dont ne bitch,1
RT @Yung_bootylord: Everybody think i get hoes and think ima playa but honestly im in my crib wondering bout if my mom making yellow or whi&#8230;,everybody think get hoe think ima playa honest crib wonder bout mom mak yellow whi,1
RT @YurUgly: Niggas these days will walk 10 miles to get some pussy. &#128557;,nigga day walk mile get pussy,1
"RT @ZANNLXRD: i hate when italian ppl say ""olive garden isnt real italian food"" fuck ur grandmas roasted casserole you bitch olive garden i&#8230;",hate italian ppl say olive garden isnt real italian food fuck grandma roast casserole bitch olive garden,1
RT @ZOEPASSION Niggaz buying p***y....Niggaz buying p***y. + Don't start this hoe shit...,niggaz buy pyniggaz buy dont start hoe shit,1
RT @Z_MEGA: @Im_Yung_Jay grab me some bitches while u up there lmao oh and a belt ( fendi ),grab bitche lmao belt fendi,1
"RT @Zach_Dorsey: Give me three wishes

I wish, I wish, I wish, you would bitch",give three wishe wish wish wish would bitch,1
RT @Zach_Dorsey: My trash is worth more than you,trash worth,2
"RT @Zag_OX: Your girl hold my dick like a wii controller
Where's your bitch, nigga? We control her",girl hold dick like wii controller where bitch nigga control,1
"RT @ZayBillions: ""Alright bitches we are the Kayne's now"" http://t.co/IBsFfuqag4",alright bitche kayne,1
RT @ZayZillaaa: &#8220;@ArchieLacombe: @ZayZillaaa @Thompson_Era long as my bitches love me &#128527;&#8221; &#128514;&#128076;,long bitche love,1
"RT @Zednanreh__: ""@_InMyZoneeee: I think my wish came true, where y'all hating ass bitches at &#128299; http://t.co/so4coPPpU9""oh nahhhhh",think wish came true yall hat ass bitche nahhhhh,1
"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani",ive met people politic disrespect charlie crist rudy giuliani,2
RT @ZekeJMiller: RT @bobschieffer: Looking forward to sitting down with President Obama for our 60th anniversary broadcast this Sunday &#8212; ho&#8230;,look forward sitt president obama anniversary broadcast sunday,2
RT @ZephTheGreat: Not all black girls are ghetto .,black girl ghetto,1
RT @Ziggybadass: &#128557;&#128557;&#128557; RT @JBrownSugaa: I'm pretty sure my future ex boyfriend is on here slidin in another bitch DMs...but i'm patient,pretty sure future boyfriend slidin another bitch dmsbut patient,1
RT @ZitlalyL: &#8220;@Vic_Manzan0: My dog is gonna be a bitch magnet for sure &#128076;&#8221;no&#9995;,dog gonna bitch magnet sure,1
RT @ZitlalyL: @Vic_Manzan0 haha doubt it did you see all them bitches you had at the track field ?&#128561;&#128561; there were soo many &#128514;&#128076;,haha doubt see bitche track field soo many,1
RT @ZitlalyL: @Vic_Manzan0 just like you&#128076;&#128079; you pulled all them track bitches &#128514;,like pull track bitche,1
RT @ZitlalyL: It's okay chiquito &#128514; I'm not in the ghetto anymore &#128524;,okay chiquito ghetto anymore,2
RT @ZitlalyL: You don't know maybe some bitches like a man in a tutu &#128514;&#128514;&#128054;,dont know maybe bitche like man tutu,1
RT @ZonedMoan: Smh RT @TieMyDuragBoo: And Henny too RT @BkRaised718 Beer trash af end of story,smh henny beer trash end story,2
RT @Zubiaa_3o3: You can't take no ones bitch.,cant take one bitch,1
RT @_2kkz: This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag,faggit bitch tri say ho bearfac bitch yusa fag,0
RT @_2kkz: You niggaz really think yo niggaz/n yo bitch solid guarantee yo nigga will hav her choosin n wont tell ya,niggaz real think niggazn bitch solid guarantee nigga hav choosin wont tell,1
"RT @_AD4: Why all ghetto chicks gotta smell like love-spell. Or that cucumber shit, bath &amp; body works!",ghetto chick gotta smell like lovespell cucumber shit bath body work,1
"RT @_AshCrackk: My bitch bad, she from the island",bitch bad island,1
RT @_BOOWHOP: I can't trust ah soul I can't trust these NIGHAS I can't trust these hoes,cant trust soul cant trust nigha cant trust hoe,1
RT @_BaDunCHING_: This bitch.... http://t.co/3x1NOLV356,bitch,1
"RT @_Bayou_Bob_: &#8220;@white_thunduh: Why does nobody believe me when i say im a virgin dewd wtf&#8221;

 No you aint hoe",nobody believe say virgin dewd wtf aint hoe,1
RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: &#8220;@maxnostalgia: @100046729 you need one &#128530;&#8221;yesss cause I'm not her bf !&#8221;you my bitch&#8221;&#128514;&#128514;,ne one yess cause bitch,1
RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: @100046729 bitch&#128514;&#128514;&#128514;&#128128;&#8221;man that's so cute to me &#128514;&#128514;&#128514;&#128128;&#8221;find a date,bitchman that cute find date,1
RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: let me sit this ass on you !&#8221;@Leelucas_&#8221;bitch you and Chris better Gtf &#128080;,let sit ass bitch chri better gtf,1
RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: where tf lyssa toilet mouth ass ? &#128064;&#128530;&#8221; wassup&#8221;you be twatching hoe &#128514;&#128514;,lyssa toilet mouth ass wassupyou twatch hoe,1
RT @_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;&#8221;but I'm talking to you in my bubba voice &#128514;&#128514;&#128514;&#128128;,lmfao bitch talk talk bubba voice,1
RT @_BeautifulKeezy: &#8220;@100046729: Small ass pants &#128514;&#8221;bitch &#128514;&#128514;&#128514;,small ass pant bitch,1
RT @_BeautifulKeezy: &#8220;@100046729: You been the side hoe &#128514;&#128514;&#128514;&#128128;&#128128;&#128074;&#8221;omg &#128514;&#128514;&#128514;&#128514;&#128184;,side hoe omg,1
RT @_BeautifulKeezy: &#8220;@sofpizzie_: These hoes gonna be stunting in Florida with the pussy&#128586;&#128548;&#128548;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#128080;,hoe gonna stunt florida pussy,1
"RT @_BeautifulKeezy: hoe bang this big | | and she got nerves to think she better then us , bitches have no chill &#128564;",hoe bang big got nerve think better bitche chill,1
RT @_BeautifulKeezy: ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can't hear a mouse piss &#8230;,ion understand hoe drop yall nut bitch ass cant hear mouse pis,1
RT @_Becool4: &#8220;@Lil_swahh: The face you make before you tell a bitch about herself http://t.co/Jvm1k8togx&#8221;&lt;&lt; I make dat face too much,face make tell bitch make dat face much,1
RT @_BlessedAle: You stupid lil ass bitch I ain't fuckin with chuuu.,stupid lil ass bitch aint fuckin chuuu,1
"RT @_BmoreMartyr: ""@WB_Pooh_3x: What the fuck was wrong with me? Thinking I can wife this hoe.&#128514;""&#128080;&#128552;&#128516;",fuck wrong think wife hoe,1
"RT @_BredDIFFERENT: Niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen &#128553;&#128530;",nigga fuck yah good eat pussy home bitch like aint shit happen,1
"RT @_BredDIFFERENT: They on a bitch , yeah they want a bitch",bitch yeah want bitch,1
RT @_BucketsMcnasty: If u can steal her she's a hoe,steal she hoe,1
RT @_BucketsMcnasty: Iz no point in being jealous cuz dee hoes for everybody #&#128175;&#128175;&#128175; #BucketsProverbs,point jealou cuz dee hoe everybody bucketsproverb,1
RT @_BucketsMcnasty: U bitches boring,bitche bor,1
RT @_BucketsMcnasty: You knew I fucked that bitch and you didn't react?,knew fuck bitch didnt react,1
RT @_ButterPecanTan: half y'all bitches side hoes and don't even know.,half yall bitche side hoe dont even know,1
RT @_CDiddy: Hate to break the news but u spam bro RT @MojoGreen1217: A dyke a tuck her titties in the winter and start calling herself Mr.&#8230;,hate break new spam bro dyke tuck tittie winter start call,1
"RT @_Cashhhhhh: Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on &#128514; , bitch I'm &#128128; http:/&#8230;",delet pic realiz dike back ground dress like nigga wedge bitch,0
RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;,dead fuckin pussy stank real good friend,0
"RT @_CocaKoula: Da bitch got scared and couldn't take it no mo but ya boy was feenin fo dat &#128533;&#128514;&#128514;
&#8220;@uce_INA: &#128514;&#128557;&#128514;&#128557;&#128514;&#128557;&#128514; koula noooooooo https://&#8230;",bitch got scar couldnt take boy feenin dat koula noooooooo,1
RT @_CollegeHumor_: One loyal girlfriend is worth more than one hundred hoes.,one loyal girlfriend worth one hundr hoe,1
RT @_CollegeHumor_: i fully support same-sex marriage but i'll never stop calling my friends faggots,ful support samesex marriage ill never stop call friend faggot,0
RT @_ConnerJay: Ho ho ho bitches Merry 4 months-ish until Christmas. http://t.co/4JCiu8vHzV,bitche merry monthsish christma,1
RT @_ConnorRay: I do not fuck with that bitch she cannot keep her legs closed,fuck bitch cannot keep leg clos,1
RT @_Creamm_: @Victoria_Finae dont mind my retarded ass&#128514;,dont mind retard ass,1
"RT @_Crzy4tay: &#8220;@hedge_brandon: If youve only seen my couch, not my bed, then you my hoe&#8221;&#128514;&#128514;",youve seen couch bed hoe,1
RT @_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self,lose sweetyou aint lose hide lmfao viri tryna smoke hoe self,1
RT @_DJPHILIP: &#9995;&#128214;My mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe.,mama told bitch feet dirty pussy dirty cause feet first th hit water bathe,1
RT @_DalvinA: &#8220;@Can_iGet_8: I can't stand no messy hoe&#8221;1&#8419;0&#8419;0&#8419;0&#8419; true story,cant stand messy hoe true story,1
"RT @_Dingyyybritt_: @wheeler_kashhh. lls lor bitches stay wanting to fight , made them real mad i talks my Shit",lls lor bitche stay want fight made real mad talk shit,1
RT @_Drettab: I hate you sidelines hoes y'all got so much courage &#128553;&#128514;,hate sideline hoe yall got much courage,1
RT @_Ezzzylove: I hate salty bitches,hate salty bitche,1
"RT @_Ezzzylove: She a bad bitch, let's get to it right away .",bad bitch let get right away,1
"RT @_Fashi0nista: &amp; it's sad cause niggas will have a good girl &amp; do her wrong, it's hard finding a good bitch out here forreal.",sad cause nigga good girl wrong hard find good bitch forreal,1
RT @_FckYoLifeStyle: We slap bitches! &#128514;&#128514;&#128514;,slap bitche,1
"RT @_Foreverfamous_: ""@vintage_monroe_: &#8220;@VineForTheByrd: Girlfriends Be Like....&#128514;&#128557;&#128588;&#128175; https://t.co/QM5XDxNQyN&#8221;bitch we don't want him""&#128514;&#128514;&#128557;&#128557;&#128128;&#128128;",girlfriend like dont want,1
RT @_FreeMax_: &#128514;&#128514;&#128514;&#128557; skitdaddle wit that shit hoe http://t.co/BXsLCSHjHE,skitdaddle wit shit hoe,1
"RT @_Fvfx: Pussy will always be my fav iggy song, like how do you not like a song that just says pussy numerous amounts of time.",pussy alway fav iggy song like like song say pussy numerou amount time,1
RT @_Headsyoulose: I'll write a poem for u hoe http://t.co/jQPzftI14w,ill write poem hoe,1
RT @_HolySmokes: If you can't eat pussy that's got hair on it I'm not even sure you really know how to eat pussy.,cant eat pussy that got hair even sure real know eat pussy,1
